rut;nrc;usuario;year;mes;dia;id;problema;puntaje
310;17329;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
337;17931;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
578;17328;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
152;17323;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
268;17339;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
363;17339;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
26;17330;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
398;17333;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
224;17328;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
491;17335;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
282;17333;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
570;17339;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
579;17329;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
580;17329;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
573;17344;*;2020;4;23;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
584;17329;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
39;17334;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
361;17327;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
257;17323;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
466;17333;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
184;17330;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
405;17323;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
571;17339;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
227;17331;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
582;17326;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
581;17344;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
572;17344;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
47;17349;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
586;17327;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
211;17327;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
585;17329;*;2020;4;24;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
197;17327;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
81;17329;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
588;17329;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
445;17329;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
589;17329;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
181;17327;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
186;17329;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
686;17335;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
270;17931;*;2020;4;25;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
153;17326;*;2020;4;26;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
591;17329;*;2020;4;26;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
546;17329;*;2020;4;26;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
592;17329;*;2020;4;27;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
378;17250;*;2020;4;27;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
593;17329;*;2020;4;27;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
594;17329;*;2020;4;28;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
590;17329;*;2020;4;28;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
346;17326;*;2020;4;28;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
595;17323;*;2020;4;28;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
596;17345;*;2020;4;29;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
385;17250;*;2020;4;29;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
295;17250;*;2020;4;29;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
221;17250;*;2020;4;29;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
169;17332;*;2020;4;29;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
222;17250;*;2020;4;30;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
412;17328;*;2020;4;30;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
364;17334;*;2020;5;1;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
83;17346;*;2020;5;3;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
79;17322;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
344;17332;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
428;17327;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
122;17338;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
383;17327;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
133;17341;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
681;18556;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
293;18556;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
599;18556;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
533;17929;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
499;17929;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
267;17931;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
300;17929;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
355;17931;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
443;18556;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
259;17334;*;2020;5;4;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
440;17322;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
701;17345;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
235;17345;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
603;18556;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
562;17328;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
604;17330;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
437;17340;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
352;17330;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
396;18556;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
493;17335;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
288;17335;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
149;17335;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
421;17333;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
317;17323;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
63;18556;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
611;17333;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
415;18556;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
690;17335;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
148;17335;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
196;17330;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
43;17341;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
381;17339;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
17;17339;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
258;17341;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
612;17339;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
124;17341;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
563;17341;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
423;17322;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
210;17336;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
666;17339;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
614;17330;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
448;17336;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
254;17339;*;2020;5;5;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
129;17333;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
290;17332;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
278;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
286;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
90;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
220;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
615;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
616;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
60;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
617;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
262;18535;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
419;17334;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
619;17340;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
13;17344;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
430;17331;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
118;17929;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
631;17330;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
316;17336;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
237;17339;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
135;17334;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
416;17331;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
577;17323;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
683;17328;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
484;17323;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
366;17335;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
362;17328;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
68;17931;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
535;17931;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
507;17331;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
350;17340;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
301;17339;*;2020;5;6;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
618;17344;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
23;17933;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
544;17929;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
95;18556;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
340;17335;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
256;17323;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
138;17328;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
343;17326;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
164;17328;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
228;17327;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
629;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
469;17338;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
628;17333;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
146;17335;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
341;17931;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
477;17333;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
652;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
298;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
236;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
403;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
410;17929;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
630;17340;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
189;17337;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
271;17929;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
240;17322;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
422;17339;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
387;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
433;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
598;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
411;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
159;17931;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
82;17323;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
622;17350;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
100;17338;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
552;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
500;17341;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
456;17331;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
374;17334;*;2020;5;7;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
276;17336;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
72;17929;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
541;17340;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
634;17340;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
505;17330;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
623;17250;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
348;17340;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
107;17331;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
389;17329;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
427;17338;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
74;17933;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
315;17322;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
131;17340;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
635;17933;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
80;17331;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
637;18556;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
247;17331;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
322;17931;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
36;17327;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
625;17326;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
106;17327;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
620;17335;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
420;17340;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
486;17330;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
20;17344;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
406;17331;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
613;17931;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
328;17341;*;2020;5;8;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
487;17326;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
102;17931;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
97;17330;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
180;17933;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
205;17346;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
658;17327;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
384;17337;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
641;17331;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
606;17332;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
147;17332;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
393;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
375;17338;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
605;17322;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
391;17330;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
642;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
645;17322;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
402;17337;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
172;17931;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
648;17334;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
646;17344;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
296;17322;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
127;17338;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0
649;17933;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
208;17330;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
285;17322;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
476;17322;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
474;17340;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
621;17331;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
183;17330;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
117;17332;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
461;17337;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
643;17345;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
537;17930;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
654;17349;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
650;17933;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
319;17336;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
15;17350;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
371;17338;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
400;17338;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
609;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
312;17931;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
245;17329;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
323;17334;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
424;17338;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
527;17327;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
653;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
679;17341;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
602;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
327;17340;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
96;17929;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
272;17340;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
59;17349;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
358;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
119;18556;*;2020;5;9;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
450;17337;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
157;17326;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
206;17332;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
255;17341;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
453;17341;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
659;17931;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
204;17931;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
46;17328;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
229;17338;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
182;17322;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
661;17326;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
449;17337;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
156;17332;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
274;17336;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
330;17336;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
0;17933;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
339;17323;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;0.0
660;17929;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
657;18556;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
380;17334;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
370;17334;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
663;17331;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
664;17326;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
632;17930;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
397;17341;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
311;17337;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
215;18556;*;2020;5;10;a3963220090f4e50a266ce53d33b9841;Aprobación de Créditos;2.0
